state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
TN,47,03690,Rutherford County School District,"50,093","4,726",9.43
TN,47,03720,Scott County School District,"3,392",922,27.18
TN,47,03750,Sequatchie County School District,"2,476",535,21.61
TN,47,03780,Sevier County School District,"15,087","2,698",17.88
TN,47,00148,Shelby County School District,"130,275","35,741",27.44
TN,47,03870,Smith County School District,"3,433",539,15.70
TN,47,03900,South Carroll Special School District,435,81,18.62
TN,47,03960,Stewart County School District,"2,173",420,19.33
TN,47,03990,Sullivan County School District,"11,067","2,403",21.71
TN,47,04020,Sumner County School District,"35,262","3,337",9.46
TN,47,04050,Sweetwater City School District,"1,482",323,21.79
TN,47,04080,Tipton County School District,"11,072","1,811",16.36
TN,47,04100,Trenton Special School District,"1,388",314,22.62
TN,47,04170,Trousdale County School District,"1,619",271,16.74
TN,47,04200,Tullahoma City School District,"3,763",752,19.98
TN,47,04230,Unicoi County School District,"2,398",480,20.02
TN,47,04260,Union City School District,"1,914",520,27.17
TN,47,04290,Union County School District,"3,217",714,22.19
TN,47,04320,Van Buren County School District,955,249,26.07
TN,47,04350,Warren County School District,"7,132","1,504",21.09
TN,47,04380,Washington County School District,"10,038","1,362",13.57
TN,47,04440,Wayne County School District,"2,028",401,19.77
TN,47,04470,Weakley County School District,"4,662",939,20.14
TN,47,04490,West Carroll Special District,"1,146",224,19.55
TN,47,04500,White County School District,"4,498",971,21.59
TN,47,04530,Williamson County School District,"48,992","1,616",3.30
TN,47,04550,Wilson County School District,"22,084","1,457",6.60
TX,48,07380,Abbott Independent School District,182,16,8.79
TX,48,07410,Abernathy Independent School District,792,127,16.04
TX,48,07440,Abilene Independent School District,"17,466","4,372",25.03
TX,48,07470,Academy Independent School District,"2,048",183,8.94
TX,48,07500,Adrian Independent School District,33,7,21.21
TX,48,07530,Agua Dulce Independent School District,339,63,18.58
TX,48,07590,Alamo Heights Independent School District,"5,602",426,7.60
TX,48,07650,Alba-Golden Independent School District,896,176,19.64
TX,48,07680,Albany Independent School District,449,83,18.49
TX,48,07710,Aldine Independent School District,"66,318","20,590",31.05
TX,48,07780,Aledo Independent School District,"8,173",324,3.96
TX,48,07800,Alice Independent School District,"4,884","1,432",29.32
TX,48,07830,Alief Independent School District,"51,074","16,073",31.47
TX,48,07890,Allen Independent School District,"23,417","1,357",5.79
TX,48,07950,Alpine Independent School District,"1,088",204,18.75
TX,48,07980,Alto Independent School District,623,182,29.21
TX,48,00011,Alvarado Independent School District,"4,181",619,14.81
TX,48,08090,Alvin Independent School District,"26,918","2,919",10.84
TX,48,08100,Alvord Independent School District,817,95,11.63
TX,48,08130,Amarillo Independent School District,"33,333","7,215",21.65
TX,48,08160,Amherst Independent School District,197,51,25.89
TX,48,08190,Anahuac Independent School District,"1,259",249,19.78
TX,48,08230,Anderson-Shiro Consolidated Independent School District,740,127,17.16
TX,48,08280,Andrews Independent School District,"4,279",628,14.68
TX,48,08310,Angleton Independent School District,"7,020","1,084",15.44
TX,48,08340,Anna Independent School District,"4,582",374,8.16
TX,48,08400,Anson Independent School District,641,124,19.34
TX,48,08430,Anthony Independent School District,901,247,27.41
TX,48,08460,Anton Independent School District,229,59,25.76
TX,48,08490,Apple Springs Independent School District,179,23,12.85
TX,48,08520,Aquilla Independent School District,264,42,15.91
TX,48,08550,Aransas County Independent School District,"3,000",779,25.97
TX,48,08580,Aransas Pass Independent School District,"1,846",505,27.36
TX,48,08610,Archer City Independent School District,446,74,16.59
TX,48,08670,Argyle Independent School District,"4,393",147,3.35
TX,48,08700,Arlington Independent School District,"66,264","11,383",17.18
TX,48,08730,Arp Independent School District,898,137,15.26
TX,48,00006,Aspermont Independent School District,202,42,20.79
TX,48,08870,Athens Independent School District,"3,866",855,22.12
TX,48,08880,Atlanta Independent School District,"1,833",485,26.46
TX,48,08910,Aubrey Independent School District,"2,968",244,8.22
TX,48,08940,Austin Independent School District,"92,585","14,293",15.44
TX,48,09000,Austwell-Tivoli Independent School District,121,29,23.97
TX,48,09030,Avalon Independent School District,192,15,7.81
TX,48,09060,Avery Independent School District,198,38,19.19
TX,48,09090,Avinger Independent School District,173,55,31.79
TX,48,09150,Axtell Independent School District,622,104,16.72
TX,48,09200,Azle Independent School District,"7,794",911,11.69
TX,48,09280,Baird Independent School District,368,71,19.29
TX,48,09300,Ballinger Independent School District,937,196,20.92
TX,48,09330,Balmorhea Independent School District,108,18,16.67
TX,48,09360,Bandera Independent School District,"2,385",410,17.19
TX,48,09390,Bangs Independent School District,876,210,23.97
TX,48,09410,Banquete Independent School District,878,212,24.15
TX,48,09450,Barbers Hill Independent School District,"6,084",537,8.83
TX,48,09540,Bartlett Independent School District,498,103,20.68
TX,48,09570,Bastrop Independent School District,"13,209","2,277",17.24
TX,48,09630,Bay City Independent School District,"4,061","1,374",33.83
TX,48,09670,Beaumont Independent School District,"21,070","5,842",27.73
TX,48,09690,Beckville Independent School District,503,93,18.49
TX,48,09720,Beeville Independent School District,"3,934","1,143",29.05
TX,48,09750,Bellevue Independent School District,102,17,16.67
TX,48,09780,Bells Independent School District,847,86,10.15
TX,48,09810,Bellville Independent School District,"2,252",321,14.25
TX,48,09860,Belton Independent School District,"13,211","1,650",12.49
TX,48,09870,Ben Bolt-Palito Blanco Independent School District,456,88,19.30
TX,48,99130,Benavides Independent School District,295,110,37.29
TX,48,09980,Benjamin Independent School District,47,14,29.79
TX,48,10140,Big Sandy Independent School District,715,149,20.84
TX,48,10170,Big Sandy Independent School District,516,93,18.02
TX,48,10200,Big Spring Independent School District,"4,118",836,20.30
TX,48,10230,Birdville Independent School District,"25,571","3,334",13.04
TX,48,10260,Bishop Consolidated Independent School District,"1,090",277,25.41
TX,48,00005,Blackwell Consolidated Independent School District,115,20,17.39
TX,48,10320,Blanco Independent School District,"1,149",141,12.27
TX,48,10350,Bland Independent School District,918,134,14.60
TX,48,10380,Blanket Independent School District,183,38,20.77
TX,48,10440,Bloomburg Independent School District,251,58,23.11
TX,48,10470,Blooming Grove Independent School District,"1,009",204,20.22
TX,48,10500,Bloomington Independent School District,735,249,33.88
TX,48,10590,Blue Ridge Independent School District,976,102,10.45
TX,48,10620,Bluff Dale Independent School District,262,35,13.36
TX,48,10650,Blum Independent School District,317,54,17.03
TX,48,10710,Boerne Independent School District,"11,968",729,6.09
TX,48,10740,Boles Independent School District,144,24,16.67
TX,48,10780,Boling Independent School District,861,168,19.51
TX,48,10800,Bonham Independent School District,"2,341",428,18.28
TX,48,10830,Booker Independent School District,326,51,15.64
TX,48,10860,Borden County Independent School District,103,11,10.68
TX,48,10890,Borger Independent School District,"2,698",409,15.16
TX,48,10910,Bosqueville Independent School District,503,57,11.33
TX,48,10950,Bovina Independent School District,442,109,24.66
TX,48,10990,Bowie Independent School District,"2,013",346,17.19
TX,48,11010,Boyd Independent School District,"1,259",201,15.97
TX,48,11040,Boys Ranch Independent School District,50,2,4.00
TX,48,11070,Brackett Independent School District,442,107,24.21
TX,48,11110,Brady Independent School District,"1,088",281,25.83
TX,48,44470,Brazos Independent School District,757,123,16.25
TX,48,11190,Brazosport Independent School District,"12,262","1,892",15.43
TX,48,11220,Breckenridge Independent School District,"1,506",378,25.10
TX,48,11250,Bremond Independent School District,402,77,19.15
TX,48,11280,Brenham Independent School District,"5,303","1,054",19.88
TX,48,11310,Bridge City Independent School District,"3,182",372,11.69
TX,48,11340,Bridgeport Independent School District,"2,383",353,14.81
TX,48,11430,Broaddus Independent School District,388,108,27.84
TX,48,11460,Brock Independent School District,"1,749",90,5.15
TX,48,11490,Bronte Independent School District,242,52,21.49
TX,48,11520,Brookeland Independent School District,275,82,29.82
TX,48,11550,Brookesmith Independent School District,121,14,11.57
TX,48,11580,Brooks County Independent School District,"1,481",641,43.28
TX,48,11610,Brownfield Independent School District,"1,950",595,30.51
TX,48,11640,Brownsboro Independent School District,"2,812",521,18.53
TX,48,11680,Brownsville Independent School District,"43,279","14,508",33.52
TX,48,11700,Brownwood Independent School District,"3,529",760,21.54
TX,48,11730,Bruceville-Eddy Independent School District,659,92,13.96
TX,48,11790,Bryan Independent School District,"18,262","4,953",27.12
TX,48,11820,Bryson Independent School District,217,43,19.82
TX,48,11850,Buckholts Independent School District,136,30,22.06
TX,48,11910,Buena Vista Independent School District,97,17,17.53
TX,48,11990,Buffalo Independent School District,953,244,25.60
TX,48,12060,Bullard Independent School District,"2,854",333,11.67
TX,48,12090,Buna Independent School District,"1,423",330,23.19
TX,48,12120,Burkburnett Independent School District,"3,399",457,13.45
TX,48,12150,Burkeville Independent School District,259,73,28.19
TX,48,12180,Burleson Independent School District,"13,364","1,109",8.30
TX,48,12220,Burnet Consolidated Independent School District,"4,025",564,14.01
TX,48,12240,Burton Independent School District,487,90,18.48
TX,48,35570,Bushland Independent School District,"1,585",173,10.91
TX,48,12360,Bynum Independent School District,151,22,14.57
TX,48,12390,Caddo Mills Independent School District,"1,924",166,8.63
TX,48,12420,Calallen Independent School District,"4,354",716,16.44
TX,48,12460,Caldwell Independent School District,"1,744",301,17.26
TX,48,12480,Calhoun County Independent School District,"3,476",726,20.89
TX,48,12510,Callisburg Independent School District,"1,141",188,16.48
TX,48,12540,Calvert Independent School District,220,75,34.09
TX,48,12640,Cameron Independent School District,"1,458",339,23.25
TX,48,12660,Campbell Independent School District,404,69,17.08
TX,48,12700,Canadian Independent School District,795,108,13.58
TX,48,12750,Canton Independent School District,"2,455",353,14.38
TX,48,12780,Canutillo Independent School District,"7,619","1,525",20.02
TX,48,12810,Canyon Independent School District,"12,888","1,035",8.03
TX,48,12870,Carlisle Independent School District,472,110,23.31
TX,48,12990,Carrizo Springs Consolidated Independent School District,"1,841",592,32.16
TX,48,13020,Carroll Independent School District,"8,690",253,2.91
TX,48,13050,Carrollton-Farmers Branch Independent School District,"28,715","3,715",12.94
TX,48,13110,Carthage Independent School District,"2,670",499,18.69
TX,48,13170,Castleberry Independent School District,"3,939",832,21.12
TX,48,13200,Cayuga Independent School District,466,74,15.88
TX,48,13230,Cedar Hill Independent School District,"10,390","1,714",16.50
TX,48,13260,Celeste Independent School District,523,82,15.68
TX,48,13290,Celina Independent School District,"3,513",192,5.47
TX,48,13320,Center Independent School District,"2,265",730,32.23
TX,48,13350,Center Point Independent School District,738,155,21.00
TX,48,13380,Centerville Independent School District,127,26,20.47
TX,48,13410,Centerville Independent School District,623,139,22.31
TX,48,13440,Central Heights Independent School District,817,149,18.24
TX,48,13500,Central Independent School District,"1,636",371,22.68
TX,48,13590,Channelview Independent School District,"10,793","2,495",23.12
TX,48,13620,Channing Independent School District,152,10,6.58
TX,48,13650,Chapel Hill Independent School District,"3,877",746,19.24
TX,48,13680,Chapel Hill Independent School District,642,97,15.11
TX,48,13710,Charlotte Independent School District,452,131,28.98
TX,48,13740,Cherokee Independent School District,94,13,13.83
TX,48,13770,Chester Independent School District,215,35,16.28
TX,48,13800,Chico Independent School District,713,117,16.41
TX,48,13860,Childress Independent School District,950,202,21.26
TX,48,13890,Chillicothe Independent School District,168,39,23.21
TX,48,13920,Chilton Independent School District,422,120,28.44
TX,48,13960,China Spring Independent School District,"3,363",243,7.23
TX,48,13980,Chireno Independent School District,338,78,23.08
TX,48,00012,Chisum Independent School District,981,215,21.92
TX,48,14010,Christoval Independent School District,479,41,8.56
TX,48,14070,Cisco Independent School District,897,220,24.53
TX,48,14130,City View Independent School District,859,150,17.46
TX,48,14160,Clarendon Independent School District,451,92,20.40
TX,48,14190,Clarksville Independent School District,731,243,33.24
TX,48,14250,Claude Independent School District,301,36,11.96
TX,48,14280,Clear Creek Independent School District,"46,084","4,796",10.41
TX,48,14310,Cleburne Independent School District,"7,538","1,116",14.80
TX,48,14370,Cleveland Independent School District,"8,424","2,321",27.55
TX,48,14400,Clifton Independent School District,"1,010",169,16.73
TX,48,14430,Clint Independent School District,"12,097","3,780",31.25
TX,48,14450,Clyde Consolidated Independent School District,"1,464",230,15.71
TX,48,14490,Coahoma Independent School District,649,87,13.41
TX,48,14520,Coldspring-Oakhurst Consolidated Independent School District,"1,819",444,24.41
TX,48,14550,Coleman Independent School District,781,209,26.76
TX,48,07350,College Station Independent School District,"17,259","2,669",15.46
TX,48,14580,Collinsville Independent School District,659,90,13.66
TX,48,14600,Colmesneil Independent School District,419,88,21.00
TX,48,14640,Colorado Independent School District,"1,199",278,23.19
TX,48,14670,Columbia-Brazoria Independent School District,"3,579",441,12.32
TX,48,14700,Columbus Independent School District,"1,717",337,19.63
TX,48,14730,Comal Independent School District,"30,798","2,453",7.96
TX,48,14760,Comanche Independent School District,"1,304",288,22.09
TX,48,14790,Comfort Independent School District,"1,170",197,16.84
TX,48,14820,Commerce Independent School District,"1,577",334,21.18
TX,48,14850,Community Independent School District,"3,304",327,9.90
TX,48,14880,Como-Pickton Consolidated Independent School District,712,153,21.49
TX,48,14920,Comstock Independent School District,50,10,20.00
TX,48,14970,Connally Independent School District,"2,939",656,22.32
TX,48,15000,Conroe Independent School District,"71,557","8,387",11.72
TX,48,15120,Coolidge Independent School District,250,56,22.40
TX,48,15150,Cooper Independent School District,848,187,22.05
TX,48,15210,Coppell Independent School District,"14,248",544,3.82
TX,48,15240,Copperas Cove Independent School District,"7,482","1,339",17.90
TX,48,15270,Corpus Christi Independent School District,"42,528","10,947",25.74
TX,48,15300,Corrigan-Camden Independent School District,809,166,20.52
TX,48,15330,Corsicana Independent School District,"6,422","1,377",21.44
TX,48,15360,Cotton Center Independent School District,63,18,28.57
TX,48,15400,Cotulla Independent School District,932,291,31.22
TX,48,15420,Coupland Independent School District,238,24,10.08
TX,48,15480,Covington Independent School District,284,30,10.56
TX,48,15510,Crandall Independent School District,"5,161",462,8.95
TX,48,15540,Crane Independent School District,"1,055",177,16.78
TX,48,15570,Cranfills Gap Independent School District,145,29,20.00
TX,48,15600,Crawford Independent School District,581,37,6.37
TX,48,15690,Crockett County Consolidated Common School District,588,120,20.41
TX,48,15720,Crockett Independent School District,"1,551",484,31.21
TX,48,15750,Crosby Independent School District,"7,016","1,322",18.84
TX,48,00001,Crosbyton Consolidated Independent School District,359,115,32.03
TX,48,15810,Cross Plains Independent School District,395,118,29.87
TX,48,15840,Cross Roads Independent School District,491,93,18.94
TX,48,15870,Crowell Independent School District,166,55,33.13
TX,48,15910,Crowley Independent School District,"21,792","3,240",14.87
TX,48,15930,Crystal City Independent School District,"1,587",599,37.74
TX,48,15960,Cuero Independent School District,"1,686",431,25.56
TX,48,15990,Culberson County-Allamoore Independent School District,362,106,29.28
TX,48,16020,Cumby Independent School District,419,74,17.66
TX,48,16080,Cushing Independent School District,539,124,23.01
TX,48,16110,Cypress-Fairbanks Independent School District,"126,973","19,533",15.38
TX,48,16140,D'Hanis Independent School District,210,48,22.86
TX,48,16180,Daingerfield-Lone Star Independent School District,"1,379",390,28.28
TX,48,16200,Dalhart Independent School District,"1,979",268,13.54
TX,48,16230,Dallas Independent School District,"184,061","44,022",23.92
TX,48,16260,Damon Independent School District,199,48,24.12
TX,48,16290,Danbury Independent School District,830,82,9.88
TX,48,16320,Darrouzett Independent School District,77,17,22.08
TX,48,16350,Dawson Independent School District,110,29,26.36
TX,48,16380,Dawson Independent School District,535,117,21.87
TX,48,16410,Dayton Independent School District,"6,508","1,054",16.20
TX,48,16570,De Kalb Independent School District,758,176,23.22
TX,48,16440,De Leon Independent School District,707,167,23.62
TX,48,16860,DeSoto Independent School District,"12,472","2,282",18.30
TX,48,16500,Decatur Independent School District,"3,610",392,10.86
TX,48,16530,Deer Park Independent School District,"10,307","1,656",16.07
TX,48,16620,Del Valle Independent School District,"14,011","3,198",22.82
TX,48,16650,Dell City Independent School District,67,23,34.33
TX,48,16710,Denison Independent School District,"5,080",923,18.17
TX,48,16740,Denton Independent School District,"35,886","3,272",9.12
TX,48,16770,Denver City Independent School District,"1,374",257,18.70
TX,48,16890,Detroit Independent School District,361,84,23.27
TX,48,16920,Devers Independent School District,199,24,12.06
TX,48,16950,Devine Independent School District,"1,802",367,20.37
TX,48,16980,Dew Independent School District,124,26,20.97
TX,48,17010,Deweyville Independent School District,435,84,19.31
TX,48,17040,Diboll Independent School District,"1,633",412,25.23
TX,48,17070,Dickinson Independent School District,"12,553","2,325",18.52
TX,48,17100,Dilley Independent School District,"1,076",353,32.81
TX,48,17130,Dime Box Independent School District,203,30,14.78
TX,48,17160,Dimmitt Independent School District,"1,131",230,20.34
TX,48,17190,Divide Independent School District,29,4,13.79
TX,48,17280,Dodd City Independent School District,192,21,10.94
TX,48,17390,Donna Independent School District,"19,909","8,598",43.19
TX,48,17400,Doss Consolidated Common School District,57,9,15.79
TX,48,17460,Douglass Independent School District,393,46,11.70
TX,48,00008,Dripping Springs Independent School District,"8,393",430,5.12
TX,48,17550,Driscoll Independent School District,298,92,30.87
TX,48,17580,Dublin Independent School District,"1,309",319,24.37
TX,48,17610,Dumas Independent School District,"4,336",648,14.94
TX,48,17640,Duncanville Independent School District,"15,716","2,804",17.84
TX,48,17700,Eagle Mountain-Saginaw Independent School District,"24,719","2,282",9.23
TX,48,17730,Eagle Pass Independent School District,"12,836","3,612",28.14
TX,48,17760,Eanes Independent School District,"8,764",368,4.20
TX,48,17790,Early Independent School District,926,138,14.90
TX,48,17830,East Bernard Independent School District,759,93,12.25
TX,48,17850,East Central Independent School District,"12,758","2,400",18.81
TX,48,17880,East Chambers Independent School District,"1,218",234,19.21
TX,48,17960,Eastland Independent School District,987,202,20.47
TX,48,18000,Ector County Independent School District,"35,620","7,626",21.41
TX,48,18030,Ector Independent School District,276,43,15.58
TX,48,18060,Edcouch-Elsa Independent School District,"4,342","1,770",40.76
TX,48,18070,Eden Consolidated Independent School District,314,74,23.57
TX,48,18120,Edgewood Independent School District,"1,073",173,16.12
TX,48,18150,Edgewood Independent School District,"11,409","4,209",36.89
TX,48,18180,Edinburg Consolidated Independent School District,"41,961","13,881",33.08
TX,48,18210,Edna Independent School District,"1,615",332,20.56
TX,48,18280,El Campo Independent School District,"3,733",867,23.23
TX,48,18300,El Paso Independent School District,"54,910","15,101",27.50
TX,48,18330,Electra Independent School District,439,109,24.83
TX,48,18360,Elgin Independent School District,"5,301",897,16.92
TX,48,18390,Elkhart Independent School District,"1,207",281,23.28
TX,48,18480,Elysian Fields Independent School District,842,135,16.03
TX,48,18540,Ennis Independent School District,"6,087",986,16.20
TX,48,18600,Era Independent School District,330,22,6.67
TX,48,18660,Etoile Independent School District,152,47,30.92
TX,48,18690,Eula Independent School District,527,92,17.46
TX,48,18720,Eustace Independent School District,"1,418",324,22.85
TX,48,18750,Evadale Independent School District,245,47,19.18
TX,48,18780,Evant Independent School District,249,53,21.29
TX,48,18810,Everman Independent School District,"6,389","1,335",20.90
TX,48,18840,Excelsior Independent School District,83,28,33.73
TX,48,18890,Ezzell Independent School District,120,18,15.00
TX,48,18900,Fabens Independent School District,"1,771",959,54.15
TX,48,18940,Fairfield Independent School District,"1,736",349,20.10
TX,48,19020,Falls City Independent School District,319,24,7.52
TX,48,19050,Fannindel Independent School District,216,64,29.63
TX,48,19080,Farmersville Independent School District,"2,117",290,13.70
TX,48,19110,Farwell Independent School District,418,75,17.94
TX,48,19140,Fayetteville Independent School District,170,17,10.00
TX,48,19170,Ferris Independent School District,"2,344",426,18.17
TX,48,19280,Flatonia Independent School District,570,77,13.51
TX,48,19320,Florence Independent School District,"1,114",172,15.44
TX,48,19350,Floresville Independent School District,"4,380",669,15.27
TX,48,19380,Flour Bluff Independent School District,"5,588","1,016",18.18
TX,48,19440,Floydada Independent School District,680,194,28.53
TX,48,19500,Follett Independent School District,82,19,23.17
TX,48,19530,Forestburg Independent School District,184,39,21.20
TX,48,19560,Forney Independent School District,"14,443","1,120",7.75
TX,48,19620,Forsan Independent School District,506,52,10.28
TX,48,19650,Fort Bend Independent School District,"93,404","8,496",9.10
TX,48,20100,Fort Davis Independent School District,106,23,21.70
TX,48,11400,Fort Elliott Consolidated Independent School District,140,19,13.57
TX,48,20130,Fort Hancock Independent School District,372,128,34.41
TX,48,20160,Fort Sam Houston Independent School District,"1,152",62,5.38
TX,48,20190,Fort Stockton Independent School District,"2,381",705,29.61
TX,48,19700,Fort Worth Independent School District,"94,663","20,071",21.20
TX,48,19740,Franklin Independent School District,962,163,16.94
TX,48,19770,Frankston Independent School District,683,156,22.84
TX,48,19840,Fredericksburg Independent School District,"3,593",502,13.97
TX,48,19820,Freer Independent School District,630,229,36.35
TX,48,19830,Frenship Independent School District,"11,113","1,118",10.06
TX,48,19950,Friendswood Independent School District,"7,133",340,4.77
TX,48,19980,Friona Independent School District,"1,084",193,17.80
TX,48,20010,Frisco Independent School District,"61,711","2,624",4.25
TX,48,20040,Frost Independent School District,363,73,20.11
TX,48,20070,Fruitvale Independent School District,311,77,24.76
TX,48,20220,Gainesville Independent School District,"3,574",802,22.44
TX,48,20250,Galena Park Independent School District,"19,655","5,445",27.70
TX,48,20280,Galveston Independent School District,"7,213","2,040",28.28
TX,48,20310,Ganado Independent School District,611,89,14.57
TX,48,20340,Garland Independent School District,"59,818","10,400",17.39
TX,48,20370,Garner Independent School District,267,29,10.86
TX,48,20400,Garrison Independent School District,598,127,21.24
TX,48,20460,Gary Independent School District,331,71,21.45
TX,48,20500,Gatesville Independent School District,"2,917",504,17.28
TX,48,20520,Gause Independent School District,141,24,17.02
TX,48,20550,George West Independent School District,"1,049",264,25.17
TX,48,20600,Georgetown Independent School District,"15,441","1,268",8.21
TX,48,20610,Gholson Independent School District,267,47,17.60
TX,48,20640,Giddings Independent School District,"1,665",300,18.02
TX,48,20700,Gilmer Independent School District,"3,002",636,21.19
TX,48,20760,Gladewater Independent School District,"2,121",488,23.01
TX,48,20790,Glasscock County Independent School District,219,23,10.50
TX,48,20850,Glen Rose Independent School District,"1,588",216,13.60
TX,48,20960,Godley Independent School District,"2,377",258,10.85
TX,48,20970,Gold-Burg Independent School District,124,22,17.74
TX,48,21000,Goldthwaite Consolidated Independent School District,584,90,15.41
TX,48,21030,Goliad Independent School District,"1,115",259,23.23
TX,48,21060,Gonzales Independent School District,"2,566",535,20.85
TX,48,21090,Goodrich Independent School District,282,63,22.34
TX,48,21150,Goose Creek Consolidated Independent School District,"24,750","5,416",21.88
TX,48,21180,Gordon Independent School District,205,45,21.95
TX,48,21270,Gorman Independent School District,297,70,23.57
TX,48,21300,Grady Independent School District,159,26,16.35
TX,48,21330,Graford Independent School District,340,71,20.88
TX,48,21360,Graham Independent School District,"2,377",435,18.30
TX,48,21390,Granbury Independent School District,"9,423","1,437",15.25
TX,48,21420,Grand Prairie Independent School District,"26,487","4,851",18.31
TX,48,21450,Grand Saline Independent School District,"1,281",261,20.37
TX,48,21480,Grandfalls-Royalty Independent School District,99,16,16.16
TX,48,21540,Grandview Independent School District,"1,240",116,9.35
TX,48,21560,Grandview-Hopkins Independent School District,22,4,18.18
TX,48,21590,Granger Independent School District,446,67,15.02
TX,48,21600,Grape Creek Independent School District,"1,480",254,17.16
TX,48,21630,Grapeland Independent School District,631,152,24.09
TX,48,21660,Grapevine-Colleyville Independent School District,"14,859",914,6.15
TX,48,21720,Greenville Independent School District,"6,228","1,112",17.85
TX,48,21750,Greenwood Independent School District,"2,849",341,11.97
TX,48,21780,Gregory-Portland Independent School District,"4,886",653,13.36
TX,48,21810,Groesbeck Independent School District,"1,360",282,20.74
TX,48,21840,Groom Independent School District,120,16,13.33
TX,48,21900,Groveton Independent School District,721,165,22.88
TX,48,21930,Gruver Independent School District,364,35,9.62
TX,48,21960,Gunter Independent School District,939,64,6.82
TX,48,21990,Gustine Independent School District,174,40,22.99
TX,48,22020,Guthrie Common School District,55,6,10.91
TX,48,22050,Hale Center Independent School District,529,149,28.17
TX,48,22120,Hallettsville Independent School District,"1,296",171,13.19
TX,48,22140,Hallsburg Independent School District,236,36,15.25
TX,48,22170,Hallsville Independent School District,"5,148",696,13.52
TX,48,22230,Hamilton Independent School District,860,158,18.37
TX,48,22260,Hamlin Independent School District,405,99,24.44
TX,48,22320,Hamshire-Fannett Independent School District,"1,849",229,12.39
TX,48,22350,Happy Independent School District,208,23,11.06
TX,48,22380,Hardin Independent School District,"1,505",272,18.07
TX,48,22410,Hardin-Jefferson Independent School District,"2,482",393,15.83
TX,48,22470,Harlandale Independent School District,"11,629","3,673",31.58
TX,48,22500,Harleton Independent School District,647,116,17.93
TX,48,22530,Harlingen Consolidated Independent School District,"18,988","5,699",30.01
TX,48,22560,Harmony Independent School District,"1,002",194,19.36
TX,48,22590,Harper Independent School District,577,62,10.75
TX,48,22620,Harrold Independent School District,21,5,23.81
TX,48,22650,Hart Independent School District,218,55,25.23
TX,48,22680,Hartley Independent School District,125,18,14.40
TX,48,22710,Harts Bluff Independent School District,681,108,15.86
TX,48,22740,Haskell Consolidated Independent School District,542,139,25.65
TX,48,22770,Hawkins Independent School District,717,164,22.87
TX,48,22800,Hawley Independent School District,599,90,15.03
TX,48,00010,Hays Consolidated Independent School District,"24,689","2,994",12.13
TX,48,22830,Hearne Independent School District,"1,385",380,27.44
TX,48,22850,Hedley Independent School District,64,23,35.94
TX,48,22890,Hemphill Independent School District,787,215,27.32
TX,48,22920,Hempstead Independent School District,"1,741",404,23.21
TX,48,22970,Henderson Independent School District,"3,520",819,23.27
TX,48,22980,Henrietta Independent School District,859,100,11.64
TX,48,23010,Hereford Independent School District,"4,100",998,24.34
TX,48,23040,Hermleigh Independent School District,169,20,11.83
TX,48,23070,Hico Independent School District,563,145,25.75
TX,48,23100,Hidalgo Independent School District,"1,753",748,42.67
TX,48,23160,High Island Independent School District,66,12,18.18
TX,48,23190,Highland Independent School District,62,7,11.29
TX,48,23250,Highland Park Independent School District,"8,339",299,3.59
TX,48,35560,Highland Park Independent School District,680,152,22.35
TX,48,23280,Hillsboro Independent School District,"1,972",418,21.20
TX,48,23310,Hitchcock Independent School District,"1,909",430,22.52
TX,48,23370,Holland Independent School District,509,63,12.38
TX,48,23400,Holliday Independent School District,873,76,8.71
TX,48,23430,Hondo Independent School District,"1,897",445,23.46
TX,48,23460,Honey Grove Independent School District,695,122,17.55
TX,48,23490,Hooks Independent School District,741,150,20.24
TX,48,23640,Houston Independent School District,"240,715","66,052",27.44
TX,48,23670,Howe Independent School District,"1,363",171,12.55
TX,48,23700,Hubbard Independent School District,110,14,12.73
TX,48,23730,Hubbard Independent School District,371,70,18.87
TX,48,23760,Huckabay Independent School District,238,48,20.17
TX,48,23790,Hudson Independent School District,"2,768",570,20.59
TX,48,23820,Huffman Independent School District,"3,762",579,15.39
TX,48,23850,Hughes Springs Independent School District,845,225,26.63
TX,48,23880,Hull-Daisetta Independent School District,569,101,17.75
TX,48,23910,Humble Independent School District,"47,140","5,691",12.07
TX,48,23970,Hunt Independent School District,210,36,17.14
TX,48,24000,Huntington Independent School District,"1,631",407,24.95
TX,48,24030,Huntsville Independent School District,"7,482","1,623",21.69
TX,48,24060,Hurst-Euless-Bedford Independent School District,"27,143","3,562",13.12
TX,48,24100,Hutto Independent School District,"9,609",626,6.51
TX,48,24120,Idalou Independent School District,837,89,10.63
TX,48,24150,Industrial Independent School District,"1,014",101,9.96
TX,48,24180,Ingleside Independent School District,"2,115",409,19.34
TX,48,24210,Ingram Independent School District,"1,220",255,20.90
TX,48,24240,Iola Independent School District,529,64,12.10
TX,48,24260,Iowa Park Consolidated Independent School District,"1,979",204,10.31
TX,48,24300,Ira Independent School District,127,10,7.87
TX,48,24330,Iraan-Sheffield Independent School District,300,76,25.33
TX,48,24360,Iredell Independent School District,164,27,16.46
TX,48,30360,Irion County Independent School District,288,32,11.11
TX,48,24420,Irving Independent School District,"35,322","7,053",19.97
TX,48,24450,Italy Independent School District,596,104,17.45
TX,48,24480,Itasca Independent School District,791,152,19.22
