state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
NJ,34,02400,Buena Regional School District,"1,818",290,15.95
NJ,34,02430,Burlington City School District,"1,487",298,20.04
NJ,34,02460,Burlington Township School District,"3,996",307,7.68
NJ,34,02520,Butler Borough School District,"1,090",80,7.34
NJ,34,02550,Byram Township School District,867,44,5.07
NJ,34,02580,Caldwell-West Caldwell School District,"3,107",136,4.38
NJ,34,02610,Califon Borough School District,109,3,2.75
NJ,34,02640,Camden City School District,"14,966","5,495",36.72
NJ,34,02700,Cape May City School District,143,10,6.99
NJ,34,02760,Cape May Point Borough School District,12,1,8.33
NJ,34,02790,Carlstadt Borough School District,604,67,11.09
NJ,34,02800,Carlstadt-East Rutherford School District,665,59,8.87
NJ,34,02820,Carteret Borough School District,"4,407",683,15.50
NJ,34,02850,Cedar Grove Township School District,"1,912",72,3.77
NJ,34,02910,Central Regional School District,"2,429",310,12.76
NJ,34,03000,Cherry Hill Township School District,"12,623",910,7.21
NJ,34,03030,Chesilhurst Borough School District,208,43,20.67
NJ,34,03060,Chester Township School District,"1,236",46,3.72
NJ,34,03090,Chesterfield Township School District,744,18,2.42
NJ,34,03120,Cinnaminson Township School District,"2,987",155,5.19
NJ,34,03150,Clark Township School District,"2,428",64,2.64
NJ,34,03180,Clayton Borough School District,"1,567",200,12.76
NJ,34,03210,Clearview Regional School District,"2,712",148,5.46
NJ,34,03240,Clementon Borough School District,821,197,24.00
NJ,34,03270,Cliffside Park Borough School District,"3,042",607,19.95
NJ,34,03300,Clifton City School District,"13,958","2,140",15.33
NJ,34,03330,Clinton Town-Glen Gardner School District,455,12,2.64
NJ,34,03360,Clinton Township School District,"1,302",37,2.84
NJ,34,03390,Closter Borough School District,"1,172",70,5.97
NJ,34,03420,Collingswood Borough School District,"1,883",182,9.67
NJ,34,03450,Colts Neck Township School District,"1,297",55,4.24
NJ,34,03480,Commercial Township School District,861,230,26.71
NJ,34,03510,Corbin City School District,61,7,11.48
NJ,34,03540,Cranbury Township School District,820,27,3.29
NJ,34,03570,Cranford Township School District,"4,243",94,2.22
NJ,34,03600,Cresskill Borough School District,"2,028",89,4.39
NJ,34,03620,Cumberland Regional School District,"1,274",169,13.27
NJ,34,03630,Deal Borough School District,144,19,13.19
NJ,34,03660,Deerfield Township School District,413,54,13.08
NJ,34,03690,Delanco Township School District,678,92,13.57
NJ,34,03720,Delaware Township School District,394,10,2.54
NJ,34,03750,Delaware Valley Regional School District,837,30,3.58
NJ,34,03780,Delran Township School District,"3,058",225,7.36
NJ,34,15450,Delsea Regional High School School District,"1,728",129,7.47
NJ,34,03810,Demarest Borough School District,694,32,4.61
NJ,34,03840,Dennis Township School District,983,99,10.07
NJ,34,03870,Denville Township School District,"1,871",69,3.69
NJ,34,03900,Deptford Township School District,"4,624",483,10.45
NJ,34,03930,Dover Town School District,"2,938",604,20.56
NJ,34,03960,Downe Township School District,214,37,17.29
NJ,34,03990,Dumont Borough School District,"2,875",159,5.53
NJ,34,04020,Dunellen Borough School District,"1,408",124,8.81
NJ,34,04050,Eagleswood Township School District,128,19,14.84
NJ,34,04080,East Amwell Township School District,354,15,4.24
NJ,34,04110,East Brunswick Township School District,"9,273",447,4.82
NJ,34,04140,East Greenwich Township School District,"1,405",46,3.27
NJ,34,04170,East Hanover Township School District,"1,073",52,4.85
NJ,34,04200,East Newark Borough School District,386,124,32.12
NJ,34,04230,East Orange City School District,"11,713","2,661",22.72
NJ,34,04290,East Rutherford Borough School District,865,96,11.10
NJ,34,04320,East Windsor Regional School District,"5,479",384,7.01
NJ,34,04350,Eastampton Township School District,630,51,8.10
NJ,34,04380,Eastern Camden County Regional School District,"2,246",129,5.74
NJ,34,04410,Eatontown Borough School District,"1,169",159,13.60
NJ,34,04440,Edgewater Borough School District,"1,469",132,8.99
NJ,34,04470,Edgewater Park Township School District,"1,276",194,15.20
NJ,34,04500,Edison Township School District,"18,483","1,005",5.44
NJ,34,04530,Egg Harbor City School District,493,141,28.60
NJ,34,04560,Egg Harbor Township School District,"8,458","1,225",14.48
NJ,34,04590,Elizabeth City School District,"24,359","5,366",22.03
NJ,34,04620,Elk Township School District,384,41,10.68
NJ,34,04660,Elmwood Park Borough School District,"3,076",389,12.65
NJ,34,04680,Elsinboro Township School District,125,20,16.00
NJ,34,04710,Emerson Borough School District,"1,209",38,3.14
NJ,34,04740,Englewood City School District,"4,353",636,14.61
NJ,34,04770,Englewood Cliffs Borough School District,879,73,8.30
NJ,34,04830,Essex Fells Borough School District,236,7,2.97
NJ,34,04860,Estell Manor City School District,279,45,16.13
NJ,34,04890,Evesham Township School District,"4,935",240,4.86
NJ,34,04920,Ewing Township School District,"4,144",387,9.34
NJ,34,04950,Fair Haven Borough School District,"1,069",22,2.06
NJ,34,04980,Fair Lawn Borough School District,"6,125",311,5.08
NJ,34,05010,Fairfield Township School District,707,35,4.95
NJ,34,05040,Fairfield Township School District,480,85,17.71
NJ,34,05070,Fairview Borough School District,"2,276",670,29.44
NJ,34,05130,Farmingdale Borough School District,149,12,8.05
NJ,34,05190,Flemington-Raritan Regional School District,"3,199",170,5.31
NJ,34,05220,Florence Township School District,"1,881",183,9.73
NJ,34,05250,Florham Park Borough School District,"1,178",35,2.97
NJ,34,05280,Folsom Borough School District,283,25,8.83
NJ,34,05310,Fort Lee Borough School District,"4,855",470,9.68
NJ,34,05340,Frankford Township School District,528,32,6.06
NJ,34,05400,Franklin Borough School District,463,70,15.12
NJ,34,05370,Franklin Lakes Borough School District,"1,387",56,4.04
NJ,34,05430,Franklin Township School District,"1,273",104,8.17
NJ,34,05460,Franklin Township School District,311,11,3.54
NJ,34,05490,Franklin Township School District,"8,919",720,8.07
NJ,34,05520,Franklin Township School District,212,21,9.91
NJ,34,05550,Fredon Township School District,252,10,3.97
NJ,34,05580,Freehold Borough School District,"1,427",351,24.60
NJ,34,05610,Freehold Regional School District,"11,806",617,5.23
NJ,34,05640,Freehold Township School District,"3,854",236,6.12
NJ,34,05670,Frelinghuysen Township School District,178,13,7.30
NJ,34,05700,Frenchtown Borough School District,124,7,5.65
NJ,34,05730,Galloway Township School District,"3,520",569,16.16
NJ,34,05760,Garfield City School District,"5,308",983,18.52
NJ,34,05790,Garwood Borough School District,588,31,5.27
NJ,34,05820,Gateway Regional School District,"1,002",95,9.48
NJ,34,05850,Gibbsboro Borough School District,233,25,10.73
NJ,34,05880,Glassboro Borough School District,"2,198",370,16.83
NJ,34,05940,Glen Ridge Borough School District,"1,860",45,2.42
NJ,34,05970,Glen Rock Borough School District,"2,788",48,1.72
NJ,34,06000,Gloucester City School District,"2,196",515,23.45
NJ,34,06030,Gloucester Township School District,"7,096",919,12.95
NJ,34,00008,Great Meadows Regional School District,"1,098",55,5.01
NJ,34,06060,Greater Egg Harbor Regional School District,"4,141",578,13.96
NJ,34,06120,Green Brook Township School District,"1,246",57,4.57
NJ,34,06090,Green Township School District,640,38,5.94
NJ,34,06150,Greenwich Township School District,82,10,12.20
NJ,34,06180,Greenwich Township School District,731,77,10.53
NJ,34,06210,Greenwich Township School District,"1,023",60,5.87
NJ,34,06240,Guttenberg Town School District,"1,699",516,30.37
NJ,34,06270,Hackensack City School District,"5,344",956,17.89
NJ,34,06300,Hackettstown Town School District,"1,480",154,10.41
NJ,34,06330,Haddon Heights Borough School District,"1,202",30,2.50
NJ,34,06360,Haddon Township School District,"2,347",162,6.90
NJ,34,06390,Haddonfield Borough School District,"2,925",56,1.91
NJ,34,06420,Hainesport Township School District,655,49,7.48
NJ,34,06450,Haledon Borough School District,"1,067",219,20.52
NJ,34,06480,Hamburg Borough School District,252,32,12.70
NJ,34,06510,Hamilton Township School District,"3,028",533,17.60
NJ,34,06540,Hamilton Township School District,"13,422","1,163",8.66
NJ,34,06570,Hammonton Town School District,"2,446",333,13.61
NJ,34,06600,Hampton Borough School District,131,12,9.16
NJ,34,06630,Hampton Township School District,338,20,5.92
NJ,34,06660,Hanover Park Regional School District,"1,667",51,3.06
NJ,34,06690,Hanover Township School District,"1,466",55,3.75
NJ,34,06720,Harding Township School District,647,23,3.55
NJ,34,06780,Hardyston Township School District,675,44,6.52
NJ,34,06810,Harmony Township School District,357,23,6.44
NJ,34,06840,Harrington Park Borough School District,657,40,6.09
NJ,34,06870,Harrison Town School District,"2,386",554,23.22
NJ,34,06900,Harrison Township School District,"1,524",82,5.38
NJ,34,06930,Hasbrouck Heights Borough School District,"1,870",112,5.99
NJ,34,06960,Haworth Borough School District,448,12,2.68
NJ,34,06990,Hawthorne Borough School District,"2,903",275,9.47
NJ,34,13680,Hazlet Township School District,"3,069",157,5.12
NJ,34,07050,Henry Hudson Regional School District,460,33,7.17
NJ,34,07080,Hi-Nella Borough School District,137,34,24.82
NJ,34,07110,High Bridge Borough School District,361,15,4.16
NJ,34,07140,High Point Regional School District,"1,040",69,6.63
NJ,34,07170,Highland Park Borough School District,"2,305",180,7.81
NJ,34,07200,Highlands Borough School District,176,24,13.64
NJ,34,07230,Hillsborough Township School District,"7,914",206,2.60
NJ,34,07260,Hillsdale Borough School District,"1,280",53,4.14
NJ,34,07290,Hillside Township School District,"3,606",445,12.34
NJ,34,07320,Ho-Ho-Kus Borough School District,929,20,2.15
NJ,34,07350,Hoboken City School District,"4,290",331,7.72
NJ,34,07380,Holland Township School District,488,13,2.66
NJ,34,07410,Holmdel Township School District,"3,382",109,3.22
NJ,34,07440,Hopatcong Borough School District,"1,816",122,6.72
NJ,34,07470,Hope Township School District,243,21,8.64
NJ,34,07500,Hopewell Township School District,477,74,15.51
NJ,34,07530,Hopewell Valley Regional School District,"4,048",88,2.17
NJ,34,07560,Howell Township School District,"6,083",410,6.74
NJ,34,07590,Hunterdon Central Regional School District,"2,703",100,3.70
NJ,34,07650,Interlaken Borough School District,95,6,6.32
NJ,34,07680,Irvington Township School District,"10,589","2,521",23.81
NJ,34,07710,Island Heights Borough School District,127,21,16.54
NJ,34,07740,Jackson Township School District,"11,663","1,388",11.90
NJ,34,07770,Jamesburg Borough School District,888,92,10.36
NJ,34,07800,Jefferson Township School District,"3,002",155,5.16
NJ,34,07830,Jersey City School District,"38,656","10,193",26.37
NJ,34,34001,Joint Base McGuire-Dix-Lakehurst,"1,556",63,4.05
NJ,34,07860,Keansburg Borough School District,"1,602",383,23.91
NJ,34,07890,Kearny Town School District,"6,402","1,268",19.81
NJ,34,07920,Kenilworth Borough School District,"1,411",92,6.52
NJ,34,07950,Keyport Borough School District,896,132,14.73
NJ,34,07980,Kingsway Regional School District,"2,529",92,3.64
NJ,34,08010,Kingwood Township School District,348,25,7.18
NJ,34,08040,Kinnelon Borough School District,"1,883",54,2.87
NJ,34,08060,Kittatinny Regional School District,"1,029",43,4.18
NJ,34,08070,Knowlton Township School District,185,17,9.19
NJ,34,08100,Lacey Township School District,"4,530",427,9.43
NJ,34,08130,Lafayette Township School District,227,16,7.05
NJ,34,15150,Lake Como Borough School District,196,24,12.24
NJ,34,08160,Lakehurst Borough School District,471,87,18.47
NJ,34,08190,Lakeland Regional School District,"1,106",53,4.79
NJ,34,08220,Lakewood Township School District,"40,598","13,108",32.29
NJ,34,08280,Laurel Springs Borough School District,298,33,11.07
NJ,34,08310,Lavallette Borough School District,132,7,5.30
NJ,34,08340,Lawnside Borough School District,474,87,18.35
NJ,34,08370,Lawrence Township School District,576,94,16.32
NJ,34,08400,Lawrence Township School District,"4,398",244,5.55
NJ,34,08430,Lebanon Borough School District,123,7,5.69
NJ,34,08460,Lebanon Township School District,599,15,2.50
NJ,34,08490,Lenape Regional School District,"7,751",310,4.00
NJ,34,08500,Lenape Valley Regional School District,744,40,5.38
NJ,34,08520,Leonia Borough School District,"1,640",169,10.30
NJ,34,08580,Lincoln Park Borough School District,"1,372",85,6.20
NJ,34,08610,Linden City School District,"7,002","1,002",14.31
NJ,34,08640,Lindenwold Borough School District,"3,346",862,25.76
NJ,34,08670,Linwood City School District,842,50,5.94
NJ,34,08700,Little Egg Harbor Township School District,"1,426",206,14.45
NJ,34,08730,Little Falls Township School District,"1,026",103,10.04
NJ,34,08760,Little Ferry Borough School District,"1,398",190,13.59
NJ,34,08790,Little Silver Borough School District,854,22,2.58
NJ,34,08820,Livingston Township School District,"6,443",186,2.89
NJ,34,00790,Loch Arbour School District,29,4,13.79
NJ,34,08850,Lodi Borough School District,"3,770",583,15.46
NJ,34,08880,Logan Township School District,"1,158",63,5.44
NJ,34,08910,Long Beach Island School District,223,15,6.73
NJ,34,08940,Long Branch City School District,"4,708","1,168",24.81
NJ,34,12660,Long Hill Township School District,990,35,3.54
NJ,34,08671,Longport Borough School District,88,8,9.09
NJ,34,09000,Lopatcong Township School District,"1,210",63,5.21
NJ,34,09030,Lower Alloways Creek Township School District,260,32,12.31
NJ,34,09090,Lower Cape May Regional School District,"1,579",259,16.40
NJ,34,09150,Lower Township School District,"1,374",264,19.21
NJ,34,09180,Lumberton Township School District,"1,430",109,7.62
NJ,34,09210,Lyndhurst Township School District,"2,996",300,10.01
NJ,34,09240,Madison Borough School District,"2,898",103,3.55
NJ,34,09300,Magnolia Borough School District,438,48,10.96
NJ,34,09330,Mahwah Township School District,"3,302",149,4.51
NJ,34,09360,Mainland Regional School District,"1,487",144,9.68
NJ,34,09390,Manalapan-Englishtown Regional School District,"4,895",218,4.45
NJ,34,09420,Manasquan Borough School District,869,41,4.72
NJ,34,09450,Manchester Township School District,"3,192",353,11.06
NJ,34,09480,Mannington Township School District,203,34,16.75
NJ,34,09510,Mansfield Township School District,644,31,4.81
NJ,34,09540,Mansfield Township School District,586,65,11.09
NJ,34,09600,Mantua Township School District,"1,266",94,7.42
NJ,34,09630,Manville Borough School District,"1,545",159,10.29
NJ,34,09660,Maple Shade Township School District,"2,618",344,13.14
NJ,34,09690,Margate City School District,493,36,7.30
NJ,34,09720,Marlboro Township School District,"5,387",232,4.31
NJ,34,09750,Matawan-Aberdeen Regional School District,"4,078",316,7.75
NJ,34,09780,Maurice River Township School District,494,85,17.21
NJ,34,09810,Maywood Borough School District,"1,447",111,7.67
NJ,34,09840,Medford Lakes Borough School District,548,11,2.01
NJ,34,09870,Medford Township School District,"2,989",103,3.45
NJ,34,09900,Mendham Borough School District,581,9,1.55
NJ,34,09930,Mendham Township School District,863,17,1.97
NJ,34,09960,Merchantville Borough School District,591,85,14.38
NJ,34,09990,Metuchen Borough School District,"2,646",65,2.46
NJ,34,10020,Middle Township School District,"3,028",346,11.43
NJ,34,10050,Middlesex Borough School District,"2,468",180,7.29
NJ,34,10110,Middletown Township School District,"11,198",438,3.91
NJ,34,10140,Midland Park Borough School District,"1,116",46,4.12
NJ,34,10170,Milford Borough School District,101,6,5.94
NJ,34,10200,Millburn Township School District,"5,292",146,2.76
NJ,34,10230,Millstone Township School District,"1,944",96,4.94
NJ,34,10290,Milltown Borough School District,"1,210",55,4.55
NJ,34,10320,Millville City School District,"5,278","1,157",21.92
NJ,34,10350,Mine Hill Township School District,539,47,8.72
NJ,34,10380,Monmouth Beach Borough School District,263,12,4.56
NJ,34,10440,Monmouth Regional School District,"1,387",102,7.35
NJ,34,10470,Monroe Township School District,"6,391",563,8.81
NJ,34,10500,Monroe Township School District,"6,830",191,2.80
NJ,34,10530,Montague Township School District,506,79,15.61
NJ,34,10560,Montclair Town School District,"7,498",380,5.07
NJ,34,10590,Montgomery Township School District,"5,319",144,2.71
NJ,34,10620,Montvale Borough School District,"1,056",41,3.88
NJ,34,10650,Montville Township School District,"3,914",145,3.70
NJ,34,10680,Moonachie Borough School District,507,86,16.96
NJ,34,10710,Moorestown Township School District,"4,263",190,4.46
NJ,34,10740,Morris Hills Regional School District,"2,864",144,5.03
NJ,34,10770,Morris Plains Borough School District,941,33,3.51
NJ,34,10810,Morris Township School District,"5,713",603,10.55
NJ,34,10860,Mount Arlington Borough School District,630,39,6.19
NJ,34,10890,Mount Ephraim Borough School District,646,66,10.22
NJ,34,10920,Mount Holly Township School District,"1,058",185,17.49
NJ,34,10950,Mount Laurel Township School District,"4,403",248,5.63
NJ,34,10980,Mount Olive Township School District,"4,816",270,5.61
NJ,34,11010,Mountain Lakes Borough School District,"1,138",26,2.28
NJ,34,11040,Mountainside Borough School District,"1,217",24,1.97
NJ,34,11070,Mullica Township School District,589,82,13.92
NJ,34,11100,National Park Borough School District,243,35,14.40
NJ,34,11130,Neptune City School District,497,80,16.10
NJ,34,11160,Neptune Township School District,"3,720",577,15.51
NJ,34,11190,Netcong Borough School District,296,30,10.14
NJ,34,11220,New Brunswick City School District,"8,430","1,617",19.18
NJ,34,11250,New Hanover Township School District,262,44,16.79
NJ,34,11280,New Milford Borough School District,"2,551",160,6.27
NJ,34,11310,New Providence Borough School District,"2,573",61,2.37
NJ,34,11340,Newark City School District,"54,847","15,814",28.83
NJ,34,11370,Newfield Elementary School District,317,24,7.57
NJ,34,11400,Newton Town School District,"1,168",198,16.95
NJ,34,11430,North Arlington Borough School District,"2,176",207,9.51
NJ,34,11460,North Bergen Township School District,"8,760","2,326",26.55
NJ,34,11490,North Brunswick Township School District,"6,627",565,8.53
NJ,34,11520,North Caldwell Borough School District,709,16,2.26
NJ,34,11550,North Haledon Borough School District,767,61,7.95
NJ,34,11580,North Hanover Township School District,337,35,10.39
NJ,34,11610,North Hunterdon-Voorhees Regional School District,"2,468",61,2.47
NJ,34,11640,North Plainfield Borough School District,"3,679",519,14.11
NJ,34,09550,North Warren Regional School District,925,57,6.16
NJ,34,11670,North Wildwood City School District,245,26,10.61
NJ,34,11700,Northern Burlington Regional School District,"1,736",78,4.49
NJ,34,11730,Northern Highlands Regional School District,"1,026",29,2.83
NJ,34,11760,Northern Valley Regional School District,"2,693",113,4.20
NJ,34,11790,Northfield City School District,975,85,8.72
NJ,34,11820,Northvale Borough School District,523,32,6.12
NJ,34,11850,Norwood Borough School District,682,40,5.87
NJ,34,11880,Nutley Town School District,"4,582",261,5.70
NJ,34,11910,Oakland Borough School District,"1,563",53,3.39
NJ,34,11940,Oaklyn Borough School District,512,52,10.16
NJ,34,11970,Ocean City School District,"1,236",155,12.54
NJ,34,12030,Ocean Gate Borough School District,126,34,26.98
NJ,34,12060,Ocean Township School District,"4,201",346,8.24
NJ,34,12090,Ocean Township School District,932,132,14.16
NJ,34,12120,Oceanport Borough School District,701,30,4.28
NJ,34,12150,Ogdensburg Borough School District,222,14,6.31
NJ,34,09270,Old Bridge Township School District,"9,885",576,5.83
NJ,34,12180,Old Tappan Borough School District,770,37,4.81
NJ,34,12210,Oldmans Township School District,324,32,9.88
NJ,34,12240,Oradell Borough School District,832,23,2.76
NJ,34,12270,Orange City Township School District,"5,884","1,347",22.89
NJ,34,12300,Oxford Township School District,378,36,9.52
NJ,34,12360,Palisades Park Borough School District,"2,083",486,23.33
NJ,34,12390,Palmyra Borough School District,872,113,12.96
NJ,34,12420,Paramus Borough School District,"4,220",238,5.64
NJ,34,12450,Park Ridge Borough School District,"1,425",44,3.09
NJ,34,12480,Parsippany-Troy Hills Township School District,"7,844",393,5.01
NJ,34,12510,Pascack Valley Regional School District,"2,089",58,2.78
NJ,34,12540,Passaic City School District,"15,050","3,594",23.88
NJ,34,12600,Passaic County Manchester Regional School District,"1,260",182,14.44
NJ,34,12570,Passaic Valley Regional School District,"1,558",148,9.50
NJ,34,12690,Paterson City School District,"30,480","9,073",29.77
NJ,34,12720,Paulsboro Borough School District,"1,219",339,27.81
NJ,34,12810,Pemberton Township School District,"4,058",655,16.14
NJ,34,12840,Penns Grove-Carneys Point Regional School District,"2,392",594,24.83
NJ,34,12870,Pennsauken Township School District,"6,240","1,225",19.63
NJ,34,09120,Pennsville Township School District,"1,881",255,13.56
NJ,34,12900,Pequannock Township School District,"2,281",69,3.02
NJ,34,12930,Perth Amboy City School District,"10,676","1,925",18.03
NJ,34,12960,Phillipsburg Town School District,"2,624",652,24.85
NJ,34,12990,Pine Hill Borough School District,"1,683",273,16.22
NJ,34,13000,Pinelands Regional School District,"1,838",229,12.46
NJ,34,13050,Piscataway Township School District,"7,792",507,6.51
NJ,34,13080,Pitman Borough School District,"1,388",81,5.84
NJ,34,13110,Pittsgrove Township School District,"1,614",184,11.40
NJ,34,13140,Plainfield City School District,"10,318","2,146",20.80
NJ,34,13200,Pleasantville City School District,"3,641","1,200",32.96
NJ,34,13230,Plumsted Township School District,"1,351",98,7.25
NJ,34,13260,Pohatcong Township School District,423,37,8.75
NJ,34,13320,Point Pleasant Beach Borough School District,663,44,6.64
NJ,34,13290,Point Pleasant Borough School District,"3,237",190,5.87
NJ,34,13350,Pompton Lakes Borough School District,"1,740",128,7.36
NJ,34,13380,Port Republic City School District,184,13,7.07
NJ,34,13410,Princeton Public Schools,"4,366",211,4.83
NJ,34,13470,Prospect Park Borough School District,900,217,24.11
NJ,34,13500,Quinton Township School District,375,49,13.07
NJ,34,13530,Rahway City School District,"4,262",503,11.80
NJ,34,13560,Ramapo-Indian Hill Regional School District,"2,553",60,2.35
NJ,34,13590,Ramsey Borough School District,"2,731",90,3.30
NJ,34,13620,Rancocas Valley Regional School District,"2,336",184,7.88
NJ,34,13650,Randolph Township School District,"4,951",188,3.80
NJ,34,13710,Readington Township School District,"1,576",60,3.81
NJ,34,13740,Red Bank Borough School District,"1,265",255,20.16
NJ,34,13750,Red Bank Regional School District,"1,147",100,8.72
NJ,34,13770,Ridgefield Borough School District,"1,682",270,16.05
NJ,34,13800,Ridgefield Park Township School District,"2,021",227,11.23
NJ,34,13830,Ridgewood Village School District,"6,082",172,2.83
NJ,34,13860,Ringwood Borough School District,"1,275",52,4.08
NJ,34,12260,River Dell Regional School District,"1,828",54,2.95
NJ,34,13890,River Edge Borough School District,"1,272",49,3.85
NJ,34,13950,River Vale Township School District,"1,235",36,2.91
NJ,34,13980,Riverdale Borough School District,408,30,7.35
NJ,34,14010,Riverside Township School District,"1,280",231,18.05
NJ,34,14040,Riverton Borough School District,424,25,5.90
NJ,34,17100,Robbinsville Township School District,"3,127",79,2.53
NJ,34,14070,Rochelle Park Township School District,728,45,6.18
NJ,34,14100,Rockaway Borough School District,645,56,8.68
NJ,34,14130,Rockaway Township School District,"2,513",139,5.53
NJ,34,14160,Rockleigh Borough School District,51,5,9.80
NJ,34,14220,Roosevelt Borough School District,100,6,6.00
NJ,34,14250,Roseland Borough School District,509,24,4.72
NJ,34,14280,Roselle Borough School District,"3,464",545,15.73
NJ,34,14310,Roselle Park Borough School District,"2,229",181,8.12
NJ,34,14340,Roxbury Township School District,"3,637",185,5.09
NJ,34,14370,Rumson Borough School District,"1,187",41,3.45
NJ,34,14400,Rumson-Fair Haven Regional School District,"1,076",24,2.23
NJ,34,14430,Runnemede Borough School District,826,102,12.35
NJ,34,14460,Rutherford Borough School District,"2,910",159,5.46
NJ,34,14490,Saddle Brook Township School District,"2,037",150,7.36
NJ,34,14520,Saddle River Borough School District,481,29,6.03
NJ,34,14550,Salem City School District,"1,121",469,41.84
NJ,34,14610,Sandyston-Walpack Township School District,130,5,3.85
NJ,34,14640,Sayreville Borough School District,"7,035",582,8.27
NJ,34,14670,Scotch Plains-Fanwood Regional School District,"6,167",162,2.63
NJ,34,14730,Sea Girt Borough School District,199,7,3.52
NJ,34,14760,Sea Isle City School District,123,8,6.50
NJ,34,14790,Seaside Heights Borough School District,174,72,41.38
NJ,34,14820,Seaside Park Borough School District,36,5,13.89
NJ,34,14850,Secaucus Town School District,"3,005",323,10.75
NJ,34,14880,Shamong Township School District,792,35,4.42
NJ,34,14940,Shore Regional School District,962,49,5.09
NJ,34,14970,Shrewsbury Borough School District,513,12,2.34
NJ,34,15000,Somerdale Borough School District,520,74,14.23
NJ,34,15030,Somers Point City School District,813,183,22.51
NJ,34,00009,Somerset Hills Regional School District,"2,217",104,4.69
NJ,34,15090,Somerville Borough School District,"1,606",157,9.78
NJ,34,15120,South Amboy City School District,"1,367",139,10.17
NJ,34,15180,South Bound Brook Borough School District,635,72,11.34
NJ,34,15210,South Brunswick Township School District,"8,889",390,4.39
NJ,34,15240,South Hackensack Township School District,418,67,16.03
NJ,34,15270,South Harrison Township School District,372,15,4.03
NJ,34,00769,South Hunterdon Regional School District,847,55,6.49
NJ,34,15330,South Orange-Maplewood School District,"8,000",331,4.14
NJ,34,15360,South Plainfield Borough School District,"3,958",237,5.99
NJ,34,15390,South River Borough School District,"2,575",259,10.06
NJ,34,15420,Southampton Township School District,738,65,8.81
NJ,34,15480,Southern Regional School District,"2,715",179,6.59
NJ,34,15510,Sparta Township School District,"3,706",123,3.32
NJ,34,15540,Spotswood Borough School District,"1,485",89,5.99
NJ,34,15570,Spring Lake Borough School District,309,13,4.21
NJ,34,15600,Spring Lake Heights Borough School District,597,45,7.54
NJ,34,15630,Springfield Township School District,"2,582",113,4.38
NJ,34,15660,Springfield Township School District,268,22,8.21
NJ,34,15690,Stafford Township School District,"2,449",192,7.84
NJ,34,15720,Stanhope Borough School District,312,24,7.69
NJ,34,02880,Sterling High School School District,862,85,9.86
NJ,34,15750,Stillwater Township School District,289,13,4.50
NJ,34,15810,Stone Harbor Borough School District,71,7,9.86
NJ,34,15840,Stow Creek Township School District,132,17,12.88
NJ,34,15870,Stratford Borough School District,744,87,11.69
NJ,34,15900,Summit City School District,"4,773",205,4.29
NJ,34,15960,Sussex-Wantage Regional School District,"1,292",123,9.52
NJ,34,15990,Swedesboro-Woolwich School District,"1,915",94,4.91
NJ,34,16020,Tabernacle Township School District,754,45,5.97
NJ,34,16080,Teaneck Township School District,"7,079",492,6.95
NJ,34,16110,Tenafly Borough School District,"3,869",199,5.14
NJ,34,16170,Tewksbury Township School District,628,18,2.87
NJ,34,00004,The Chathams School District,"4,294",79,1.84
NJ,34,16200,Tinton Falls Borough School District,"1,710",106,6.20
NJ,34,16230,Toms River Regional School District,"19,199","2,118",11.03
NJ,34,16260,Totowa Borough School District,"1,068",98,9.18
NJ,34,16290,Trenton City School District,"16,272","4,108",25.25
NJ,34,16320,Tuckerton Borough School District,236,36,15.25
NJ,34,16350,Union Beach Borough School District,882,72,8.16
NJ,34,16380,Union City School District,"10,983","3,773",34.35
NJ,34,16440,Union Township School District,483,15,3.11
NJ,34,16500,Union Township School District,"8,333",678,8.14
NJ,34,16530,Upper Deerfield Township School District,963,176,18.28
NJ,34,16560,Upper Freehold Regional School District,"1,687",61,3.62
NJ,34,16590,Upper Pittsgrove Township School District,502,34,6.77
NJ,34,16620,Upper Saddle River Borough School District,"1,212",46,3.80
NJ,34,16650,Upper Township School District,"2,173",121,5.57
NJ,34,16680,Ventnor City School District,"1,003",222,22.13
NJ,34,16710,Vernon Township School District,"3,437",228,6.63
NJ,34,16740,Verona Borough School District,"2,486",63,2.53
NJ,34,16800,Vineland City School District,"11,168","1,898",16.99
NJ,34,16830,Voorhees Township School District,"3,255",211,6.48
NJ,34,16860,Waldwick Borough School District,"1,787",76,4.25
NJ,34,16890,Wall Township School District,"4,097",172,4.20
NJ,34,16920,Wallington Borough School District,"1,469",181,12.32
NJ,34,16870,Wallkill Valley Regional School District,792,62,7.83
NJ,34,16950,Wanaque Borough School District,993,84,8.46
NJ,34,16970,Warren Hills Regional School District,"1,676",155,9.25
NJ,34,16980,Warren Township School District,"1,961",61,3.11
NJ,34,17010,Washington Borough School District,579,80,13.82
NJ,34,17040,Washington Township School District,76,6,7.89
NJ,34,17070,Washington Township School District,"8,461",529,6.25
NJ,34,17130,Washington Township School District,"2,189",70,3.20
NJ,34,17160,Washington Township School District,512,34,6.64
NJ,34,17190,Watchung Borough School District,698,33,4.73
NJ,34,17220,Watchung Hills Regional School District,"1,767",54,3.06
NJ,34,17250,Waterford Township School District,"1,553",134,8.63
NJ,34,17280,Wayne Township School District,"8,866",500,5.64
NJ,34,17310,Weehawken Township School District,"1,981",300,15.14
